name,openPrice,high_low,close,prevCloseDate,marketCap,sharesOutstanding,float,normalizedEPS,mthvwap,unadjVWAP,adjVWAP,peratio,price/Sales,price/CF,pricebookvalue,dividend,divident_5_yr_avg,debt,long term debt/equity,enterpriseValue,assets,cash,roe,roa,capEx,EBIT,revenue,operating_income,operating_margin,netincome,net_profit_margin,revenue_per_share_5_yr_growth,eps_per_share_5_yr_growth,ebita,industry
JES Intl,0.026,0.026,-,26 Jul 2019,31.79M,1.21B,56.93%,0.00,0.00M,-,-,-,-,-,-,-,-,5.52M,-,37.29M,14.64M,0.02M,-,-11.204,-,-,-,15.31M,-,-0.56M,-,-92.527,-,-,Transportation / Water Transportation / 
Joyas Intl,0.003,0.003,-,26 Jul 2019,5.74M,1.91B,16.10%,-0.00,0.47M,SGD 0.00198,SGD 0.00198,-,12.797,-,0.905,-,-,1.41M,58.424,7.15M,76.14M,14.52M,-10.038,-5.486,-,-,0.45M,-3.11M,-121.053,-0.67M,-173.177,-65.329,-,-,Consumer/Non-Cyclical / Personal & Household Prods. / 
Katrina,0.165,0.165,-,26 Jul 2019,38.20M,231.52M,9.05%,0.00,0.12M,SGD 0.18301,SGD 0.18301,88.710,0.590,12.319,2.732,1.576,-,-6.54M,-,31.66M,25.69M,6.54M,3.061,1.779,-3.33M,-,64.79M,0.60M,0.924,0.43M,0.665,9.746,-34.967,-,Services / Restaurants / 
Kencana Agri,0.130,0.130,-,26 Jul 2019,37.31M,287.01M,20.01%,-0.09,0.16M,SGD 0.12275,SGD 0.12275,-,0.232,8.339,1.188,-,-,241.92M,894.224,384.85M,357.33M,17.35M,-67.449,-3.168,-13.30M,-,160.62M,-7.20M,-1.055,-18.32M,-9.951,-15.143,-,-,Basic Materials / Forestry & Wood Products / 
Keong Hong,0.470,0.470,-,26 Jul 2019,114.01M,234.51M,28.19%,0.11,0.58M,SGD 0.48733,SGD 0.48733,5.168,0.670,4.604,0.503,4.787,6.282,78.23M,38.818,193.71M,479.71M,45.76M,10.715,4.654,-0.75M,-,170.16M,24.75M,14.299,21.43M,12.186,2.475,0.174,-,Capital Goods / Construction Services / 
Khong Guan,2.040,2.040,-,26 Jul 2019,52.66M,25.81M,14.75%,0.04,0.00M,SGD 1.94059,SGD 1.94059,-,0.807,164.895,0.849,1.471,-,-13.26M,-,35.37M,75.31M,17.29M,1.644,-0.314,-0.32M,-,65.29M,1.68M,-0.009,-0.39M,-0.354,-2.218,-41.158,-,Consumer/Non-Cyclical / Food Processing / 
KimHeng Offshore,0.054,0.054,-,26 Jul 2019,38.34M,709.78M,37.80%,-0.02,1.30M,SGD 0.05783,SGD 0.05783,-,0.793,-,0.622,1.296,-,41.58M,36.646,71.23M,121.74M,4.95M,-19.798,-7.844,-3.94M,-,48.36M,-11.15M,-17.058,-10.18M,-21.045,-19.025,-,-,Energy / Oil Well Services & Equipment / 
KingsmenCreative,0.520,0.520,-,26 Jul 2019,105.01M,201.95M,39.01%,0.04,0.70M,SGD 0.53021,SGD 0.53021,13.062,0.279,8.803,0.860,4.808,4.374,-26.65M,18.569,60.93M,293.95M,79.76M,6.735,2.816,-18.46M,-,376.59M,11.10M,3.004,7.94M,1.940,3.313,-14.992,-,Services / Business Services / 
Memtech Intl,1.340,1.340,-,26 Jul 2019,192.96M,140.08M,6.97%,0.09,8.31M,SGD 1.14767,SGD 1.14145,14.427,0.715,7.312,1.070,2.239,4.773,-25.91M,-,167.41M,187.38M,22.16M,7.600,5.218,-13.45M,-,269.76M,11.70M,5.913,12.98M,4.857,10.779,-,-,Technology / Scientific & Technical Instr. / 
Mencast,0.077,0.077,-,26 Jul 2019,33.06M,428.85M,24.70%,-0.02,16.82M,SGD 0.08866,SGD 0.08866,-,0.404,5.838,1.542,-,-,118.73M,4.623,133.76M,257.13M,16.39M,-28.186,-2.656,-7.26M,-,81.75M,-6.18M,-8.222,-9.04M,-8.682,-10.090,-,-,Consumer Cyclical / Auto & Truck Parts / 
Mercator Lines,0.019,0.019,-,26 Jul 2019,25.28M,1.36B,33.83%,-0.06,0.00M,-,-,-,0.433,-,-,-,1.431,238.51M,78.336,259.38M,410.57M,6.43M,-51.938,-30.376,-2.91M,-,58.34M,-125.37M,-313.353,-182.80M,-313.355,-18.607,-,-,Transportation / Water Transportation / 
Metal Component,0.022,0.022,-,26 Jul 2019,8.23M,374.12M,61.35%,-0.01,10.41M,SGD 0.02437,SGD 0.02435,-,0.176,-,0.541,-,-,7.76M,8.292,15.99M,41.71M,2.42M,-30.281,-11.945,-1.84M,-,46.86M,-4.99M,-10.653,-5.49M,-11.713,-8.081,-,-,Basic Materials / Misc. Fabricated Products / 
Mewah Intl,0.265,0.265,-,26 Jul 2019,397.68M,1.50B,39.52%,0.01,4.09M,SGD 0.30093,SGD 0.26679,26.922,0.103,9.642,0.557,2.528,3.823,551.78M,8.914,948.05M,"1,255.07M",48.28M,2.855,0.852,-79.72M,-,"3,874.77M",27.37M,0.739,14.75M,0.372,-1.513,-6.643,-,Consumer/Non-Cyclical / Food Processing / 
Midas,0.192,0.192,-,26 Jul 2019,368.19M,1.90B,81.50%,0.01,0.00M,-,-,-,-,-,-,-,1.171,83.84M,45.783,"1,180.44M","1,910.25M",214.10M,2.817,-,-41.87M,-,-,26.87M,-,-,-,1.817,-15.598,-,Basic Materials / Misc. Fabricated Products / 
MindChamps,0.620,0.620,-,26 Jul 2019,149.79M,241.60M,24.19%,0.03,0.64M,SGD 0.62944,SGD 0.62944,23.178,3.662,15.951,2.454,2.161,-,5.64M,24.842,135.28M,93.73M,35.44M,10.872,7.437,-1.08M,-,40.91M,7.60M,19.069,6.46M,16.119,-,-,-,Services / Personal Services / 
MoneyMax Fin,0.135,0.135,-,26 Jul 2019,47.76M,353.80M,10.95%,0.01,0.82M,SGD 0.1479,SGD 0.13794,12.206,0.321,5.034,0.653,3.704,-,2.90M,1.110,205.83M,270.52M,11.15M,7.044,1.671,-1.95M,-,148.98M,6.93M,3.911,3.92M,3.016,15.287,20.684,-,Services / Retail (Specialty) / 
MSC,0.270,0.270,-,26 Jul 2019,352.00M,400.00M,33.14%,0.08,3.36M,SGD 0.26861,SGD 0.26861,9.187,0.286,6.440,0.990,2.273,1.325,233.50M,14.131,607.98M,842.86M,37.03M,10.739,4.389,-18.63M,-,"1,231.40M",66.61M,5.784,38.31M,3.111,-4.134,-6.432,-,Basic Materials / Metal Mining / 
MSM Intl,0.040,0.040,-,26 Jul 2019,3.60M,90.00M,15.71%,-0.00,0.07M,SGD 0.05635,SGD 0.05635,3.866,0.132,2.680,0.248,-,-,14.64M,35.977,18.24M,109.62M,7.83M,0.066,0.101,-2.21M,-,27.33M,0.55M,0.668,0.01M,0.146,-,-,-,Basic Materials / Iron & Steel / 
Libra,0.051,0.051,-,26 Jul 2019,10.97M,213.29M,27.35%,-0.01,69.25M,SGD 0.05042,SGD 0.05042,-,0.105,-,0.313,-,-,53.60M,53.371,64.57M,131.82M,2.28M,-11.317,-3.930,-0.89M,-,104.27M,-3.37M,-3.228,-3.46M,-4.180,11.581,-,-,Capital Goods / Construction Services / 
Linc Energy,0.089,0.089,-,26 Jul 2019,15.76M,176.26M,89.61%,-1.05,0.00M,-,-,-,0.233,-,-,-,-,679.59M,"2,346.835",590.78M,811.31M,52.74M,-178.153,-39.276,-96.99M,-,67.78M,-175.22M,-333.815,-326.16M,-481.331,77.984,-,-,Energy / Oil & Gas Operations / 
Lion Asiapac,0.435,0.435,-,26 Jul 2019,35.28M,81.10M,26.18%,0.01,0.18M,SGD 0.46221,SGD 0.46221,-,1.077,52.974,0.449,1.149,1.002,-63.27M,-,-36.75M,85.89M,72.06M,1.282,-0.183,-0.92M,-,32.75M,0.86M,8.326,-0.15M,-0.467,-16.608,-9.921,-,Technology / Semiconductors / 
Lonza,79.970,79.970,-,26 Jul 2019,"25,572.57M",74.02M,99.99%,10.15,5.27M,-,-,56.288,4.702,-,4.117,0.801,1.354,"3,371.00M",58.234,"29,173.57M","13,921.00M",461.00M,10.606,4.706,-575.00M,-,"5,439.00M",842.00M,15.297,644.00M,11.896,3.106,41.504,-,Healthcare / Biotechnology & Drugs / 
Lorenzo Intl,0.016,0.016,-,26 Jul 2019,7.03M,439.40M,29.96%,-0.01,0.00M,-,-,-,0.241,-,-,-,-,18.35M,-,25.38M,29.64M,0.90M,-,-10.677,-0.71M,-,29.15M,-2.89M,-9.914,-3.23M,-11.091,-,-,-,Services / Retail (Specialty) / 
Lung Kee Bermuda,0.600,0.600,-,26 Jul 2019,"1,737.11M",631.68M,27.81%,0.27,1.89M,SGD 0.59067,SGD 0.59067,10.187,0.673,4.959,0.802,8.727,7.506,-645.78M,-,"1,091.34M","2,630.09M",645.78M,7.564,6.221,-86.34M,-,"2,580.45M",236.78M,9.176,170.52M,6.608,3.047,3.271,-,Capital Goods / Misc. Capital Goods / 
Luxking,0.230,0.230,-,26 Jul 2019,2.91M,12.65M,22.23%,0.05,0.03M,SGD 0.24554,SGD 0.24554,-,0.031,1.829,0.089,-,-,22.42M,15.933,25.85M,357.12M,18.64M,2.029,-2.370,-3.04M,-,92.51M,6.97M,-1.104,-1.64M,-1.769,-2.206,-1.326,-,Basic Materials / Chemical Manufacturing / 
Luzhou Bio-Chem,0.013,0.013,-,26 Jul 2019,7.72M,594.00M,25.55%,-0.02,4.10M,SGD 0.01159,SGD 0.01159,-,0.017,-,-,-,-,112.19M,"11,158.250",120.86M,"1,217.52M",163.72M,-180.699,-9.043,-37.43M,-,445.32M,-41.45M,-2.851,-22.57M,-5.068,-13.211,-,-,Consumer/Non-Cyclical / Food Processing / 
M Development,0.002,0.002,-,26 Jul 2019,3.86M,1.92B,32.40%,-0.00,0.00M,-,-,-,1.978,-,-,-,-,-5.96M,-,-2.10M,6.20M,6.08M,-22.535,-24.008,-,-,1.95M,-1.65M,-84.273,-1.64M,-84.273,-38.948,-,-,Services / Hotels & Motels / 
Maruwa Yen1k,-,JPY -,-,26 Jul 2019,"72,376.20M",12.34M,67.59%,552.34,2.22M,-,-,10.676,1.757,8.180,1.314,0.821,0.888,"-22,627.40M",-,"49,748.80M","64,627.52M","22,627.40M",13.021,10.996,"-4,379.78M",-,"41,193.34M","9,504.62M",23.073,"6,770.08M",16.435,4.215,21.202,-,Technology / Electronic Instr. & Controls / 
Mary Chia,0.032,0.032,-,26 Jul 2019,5.23M,163.50M,4.48%,-0.02,0.04M,SGD 0.03683,SGD 0.03683,-,0.590,36.844,-,-,-,-3.88M,-,1.35M,7.13M,4.08M,-,-0.863,-1.12M,-,8.87M,-0.19M,-2.153,-2.68M,-3.415,-12.405,-,-,Services / Personal Services / 
Matex Intl,0.016,0.016,-,26 Jul 2019,4.28M,267.39M,42.87%,-0.01,0.85M,SGD 0.01404,SGD 0.01404,-,0.099,-,0.181,-,-,0.07M,0.224,4.34M,51.09M,8.38M,-14.393,-9.722,-2.02M,-,43.35M,-4.55M,-10.485,-3.72M,-12.737,-13.293,-,-,Basic Materials / Chemical Manufacturing / 
Medinex,0.265,0.265,-,26 Jul 2019,34.77M,131.21M,18.22%,0.02,0.19M,SGD 0.2805,SGD 0.2805,35.007,3.860,35.434,2.570,3.170,-,-9.12M,0.029,25.65M,14.83M,9.13M,8.309,8.297,-0.02M,-,9.01M,1.17M,13.001,0.82M,10.069,-,-,-,Services / Business Services / 
MegaChem,0.280,0.280,-,26 Jul 2019,37.32M,133.30M,11.46%,0.03,0.06M,SGD 0.32574,SGD 0.32574,9.150,0.317,7.198,0.791,5.357,-,6.92M,2.776,44.25M,81.71M,12.58M,8.891,5.288,-0.75M,-,117.88M,5.38M,4.566,4.08M,3.625,1.637,10.287,-,Basic Materials / Chemical Manufacturing / 
Memstar Tech,0.001,0.001,-,26 Jul 2019,3.17M,3.16B,49.94%,-0.00,0.00M,-,-,-,-,-,-,-,-,-0.05M,-,-,0.09M,0.07M,-,-136.930,-,-,-,-0.20M,-,-0.17M,-,-,-,-,Basic Materials / Chemicals - Plastics & Rubber / 
Pacific Andes,0.022,0.022,-,26 Jul 2019,184.70M,8.62B,100.00%,0.03,0.00M,-,-,-,0.164,0.933,-,-,3.160,"1,675.17M",73.132,"2,525.96M","32,726.53M","1,192.42M",8.816,1.905,-491.93M,-,"1,128.00M","1,227.27M",8.676,81.56M,9.059,-,-,-,Consumer/Non-Cyclical / Food Processing / 
Pacific Radiance,0.104,0.104,-,26 Jul 2019,76.11M,713.73M,20.13%,-0.15,0.00M,-,-,-,0.859,-,-,-,-,657.89M,-,765.88M,468.75M,31.18M,-,-17.859,-1.53M,-,88.63M,-66.26M,-87.417,-124.23M,-140.718,-21.934,-,-,Transportation / Water Transportation / 
Pacific Star Dev,0.142,0.142,-,26 Jul 2019,71.33M,499.66M,12.53%,-,1.40M,SGD 0.11175,SGD 0.112,-,2.455,-,2.052,-,-,101.10M,185.562,137.05M,199.28M,2.02M,-,-3.092,-0.13M,-,29.06M,39.07M,-18.771,-7.39M,-20.984,-,-,-,Services / Real Estate Operations / 
Pan Ocean,5.470,5.470,-,26 Jul 2019,"2,525,840.00M",534.57M,45.08%,284.65,27.50M,SGD 5.03929,SGD 5.03929,17.172,0.958,8.022,0.928,-,-,"967,693.00M",28.221,"3,426,216.00M","4,119,496.00M","226,650.00M",6.057,3.435,"-165,445.00M",-,"2,637,634.00M","201,820.00M",7.659,"146,913.00M",5.321,-53.224,-,-,Transportation / Water Transportation / 
PEC,0.600,0.600,-,26 Jul 2019,153.43M,254.97M,31.27%,0.03,0.55M,SGD 0.57869,SGD 0.59013,14.104,0.408,6.476,0.669,3.333,3.539,-61.95M,3.340,75.12M,346.24M,86.80M,4.556,3.330,-6.91M,-,376.35M,14.43M,4.284,10.91M,3.093,-9.290,-3.357,-,Energy / Oil Well Services & Equipment / 
Pharmesis Intl,0.205,0.205,-,26 Jul 2019,4.72M,23.00M,27.90%,0.01,0.00M,SGD 0.35255,SGD 0.35255,-,0.416,10.426,0.271,-,-,-3.21M,-,0.79M,128.30M,34.72M,1.438,0.358,-4.74M,-,11.34M,6.88M,3.953,-0.34M,0.765,-2.861,18.732,-,Healthcare / Biotechnology & Drugs / 
Pine Cap,0.001,0.001,-,26 Jul 2019,6.64M,6.64B,20.17%,-0.00,0.00M,SGD 0.00198,SGD 0.00198,-,2.507,-,0.728,-,-,-3.44M,-,-,12.36M,3.44M,-33.182,-26.084,-,-,2.65M,-2.86M,-107.811,-2.56M,-107.811,-,-,-,Financial / Investment Services / 
Plastoform,0.013,0.013,-,26 Jul 2019,0.53M,40.05M,26.85%,-0.17,0.00M,SGD 0.01214,SGD 0.01214,-,0.095,-,-,-,-,-0.80M,-,-0.97M,14.79M,8.57M,-157.391,-72.152,-0.94M,-,5.51M,-39.26M,-119.969,-6.62M,-120.093,-38.824,-,-,Consumer Cyclical / Audio & Video Equipment / 
PNE Industries,0.770,0.770,-,26 Jul 2019,64.62M,83.92M,19.22%,0.06,0.31M,SGD 0.77489,SGD 0.77489,9.620,0.723,8.567,0.797,6.494,8.773,-36.82M,-,27.92M,102.24M,36.70M,6.555,7.089,-0.60M,-,89.31M,6.57M,9.261,6.72M,7.521,-0.498,6.937,-,Technology / Scientific & Technical Instr. / 
Pollux Prop,0.041,0.041,-,26 Jul 2019,113.14M,2.76B,5.26%,0.00,0.77M,SGD 0.02437,SGD 0.02437,23.429,8.037,20.474,0.586,-,-,156.48M,74.381,269.62M,382.19M,9.37M,2.536,1.260,-0.01M,-,14.08M,9.59M,68.111,4.83M,34.316,-33.333,47.577,-,Capital Goods / Construction Services / 
Multi-Chem,0.735,0.735,-,26 Jul 2019,66.22M,90.10M,16.79%,0.06,0.16M,SGD 0.73756,SGD 0.73756,12.509,0.158,7.328,0.647,6.000,5.211,-44.70M,0.871,49.08M,232.74M,37.56M,5.550,2.932,-4.75M,-,419.09M,12.60M,3.167,5.29M,1.597,10.423,125.050,-,Technology / Semiconductors / 
Mun Siong Engg,0.041,0.041,-,26 Jul 2019,23.84M,578.72M,23.91%,-0.01,0.71M,SGD 0.0431,SGD 0.0431,-,0.388,-,0.439,0.732,-,-28.54M,0.148,-2.61M,67.21M,26.55M,-6.583,-5.871,-1.84M,-,61.49M,-3.94M,-6.731,-3.91M,-6.353,-11.174,-,-,Capital Goods / Construction Services / 
Murata Yen1k,-,JPY -,-,26 Jul 2019,"3,291,216.00M",639.77M,97.27%,323.45,99.94M,-,-,15.056,2.090,9.932,1.942,1.916,1.493,"-155,687.00M",6.260,"3,135,729.00M","2,048,893.00M","279,101.00M",13.522,10.763,"-291,581.00M",-,"1,575,026.00M","266,807.00M",16.940,"206,930.00M",13.140,13.030,17.104,-,Technology / Electronic Instr. & Controls / 
Nam Lee Metal,0.375,0.375,-,26 Jul 2019,90.95M,242.54M,34.47%,0.05,1.51M,SGD 0.36614,SGD 0.36614,8.589,0.664,6.473,0.651,4.000,3.710,-38.80M,0.464,47.52M,172.57M,45.29M,8.750,6.530,-7.29M,-,137.07M,13.58M,8.391,10.61M,7.739,-1.870,5.998,-,Capital Goods / Constr. - Supplies & Fixtures / 
Natural Cool,0.046,0.046,-,26 Jul 2019,11.52M,250.45M,41.84%,0.00,1.28M,SGD 0.05745,SGD 0.05745,43.396,0.084,4.243,0.550,-,-,12.10M,91.853,23.62M,81.26M,11.76M,1.278,0.198,-3.98M,-,136.66M,1.04M,0.759,0.27M,0.117,-6.241,-15.633,-,Capital Goods / Construction Services / 
NauticAWT,0.017,0.017,-,26 Jul 2019,3.97M,212.33M,34.62%,-0.01,0.32M,SGD 0.02086,SGD 0.0181,-,0.384,-,-,-,-,10.04M,-,14.02M,11.92M,0.04M,-,-16.058,-0.51M,-,10.34M,-1.68M,-22.261,-3.00M,-29.004,-11.883,-,-,Energy / Oil Well Services & Equipment / 
New Silkroutes,0.255,0.255,-,26 Jul 2019,54.04M,208.46M,64.68%,-0.03,1.29M,SGD 0.29557,SGD 0.29557,-,0.062,-,0.782,-,-,3.08M,9.309,34.42M,105.15M,32.76M,-7.739,-2.316,-0.31M,-,878.51M,-1.29M,-0.048,-4.99M,-0.489,32.045,-,-,Healthcare / Healthcare Facilities / 
New Toyo,0.198,0.198,-,26 Jul 2019,87.01M,439.42M,35.98%,0.01,0.63M,SGD 0.21712,SGD 0.21712,44.898,0.304,4.216,0.535,7.576,6.154,42.14M,12.546,111.62M,330.51M,42.58M,2.534,0.551,-23.62M,-,286.56M,8.34M,2.341,1.94M,0.625,-0.759,-23.170,-,Basic Materials / Containers & Packaging / 
Nippecraft,0.028,0.028,-,26 Jul 2019,9.84M,351.40M,31.92%,-0.00,0.68M,SGD 0.0342,SGD 0.0342,-,0.063,17.554,0.232,-,-,-18.25M,5.118,-8.41M,50.60M,15.01M,-0.193,-0.104,-0.11M,-,157.27M,0.23M,0.199,-0.08M,-0.053,5.278,-,-,Consumer/Non-Cyclical / Office Supplies / 
No Signboard,0.061,0.061,-,26 Jul 2019,28.21M,462.39M,20.64%,0.00,5.23M,SGD 0.08208,SGD 0.08208,-,1.008,-,1.312,-,-,-19.16M,-,6.60M,29.04M,23.66M,-11.850,-14.081,-1.20M,-,27.97M,-1.82M,-14.946,-4.32M,-15.873,-,-,-,Services / Restaurants / 
Noble,0.081,0.081,-,26 Jul 2019,107.53M,1.33B,72.41%,-3.60,0.00M,-,-,-,0.016,-,-,-,-,"4,052.04M",-,"4,331.91M","4,809.48M",492.01M,-246.698,-34.199,-69.02M,-,"6,763.17M","-3,735.91M",-32.889,"-2,617.77M",-38.202,-46.408,-,-,Energy / Coal / 
Nomura Yen1k,JPY 1.990,JPY 1.990,-,26 Jul 2019,"1,229,734.00M",3.31B,98.72%,-29.90,288.56M,-,-,-,0.670,-,0.443,1.705,2.674,"23,439,830.00M",300.858,"24,669,562.00M","40,969,439.00M","2,976,412.00M",-3.734,-0.233,"-319,090.00M",-,"1,835,118.00M","-37,701.00M",-2.054,"-100,442.00M",-5.161,2.674,-,-,Financial / Investment Services / 
NutryFarm,0.116,0.116,-,26 Jul 2019,11.18M,96.42M,39.11%,-0.17,0.16M,SGD 0.20289,SGD 0.20289,-,-,-,1.091,-,-,15.31M,204.499,26.50M,213.90M,47.38M,-84.165,-,-0.46M,-,-,-81.95M,-,-,-,-23.473,-,-,Technology / Software & Programming / 
Ocean Sky Intl,0.068,0.068,-,26 Jul 2019,29.28M,430.58M,21.55%,-0.01,0.22M,SGD 0.05348,SGD 0.05348,-,1.383,-,0.548,-,-,-10.05M,22.813,18.54M,76.91M,23.91M,-17.235,-12.847,-0.14M,-,21.17M,-9.37M,-47.064,-10.14M,-47.886,86.472,-,-,Capital Goods / Construction Services / 
Olive Tree,0.097,0.097,-,26 Jul 2019,6.68M,68.85M,5.93%,-0.01,0.01M,SGD 0.09148,SGD 0.09148,-,1.854,56.122,0.683,-,-,4.63M,84.818,11.50M,22.86M,7.02M,-4.999,-1.965,-0.01M,-,3.60M,-0.43M,-11.185,-0.49M,-13.489,-,-,-,Capital Goods / Construction Services / 
OneApex,0.189,0.189,-,26 Jul 2019,15.97M,84.50M,3.29%,-0.01,0.02M,SGD 0.18581,SGD 0.18581,-,4.010,-,1.184,52.910,-,-13.69M,-,-6.61M,23.85M,22.58M,-1.715,-3.238,-10.10M,-,3.98M,-0.54M,-32.521,-1.39M,-34.153,-34.957,-,-,Services / Real Estate Operations / 
SBI Offshore,0.061,0.061,-,26 Jul 2019,15.23M,249.68M,32.63%,-0.01,0.00M,SGD 0.05498,SGD 0.05498,-,506.397,-,0.733,-,-,-21.50M,-,-6.27M,15.93M,15.73M,-8.786,-8.344,-,-,0.03M,-1.40M,"-6,340.909",-1.91M,"-6,340.909",-79.516,-,-,Energy / Oil Well Services & Equipment / 
Secura,0.059,0.059,-,26 Jul 2019,23.60M,400.00M,40.92%,0.01,0.50M,SGD 0.06728,SGD 0.06728,13.501,0.575,5.826,0.509,5.085,-,-2.53M,21.904,20.75M,64.27M,13.85M,4.144,2.691,-0.21M,-,41.06M,1.95M,4.296,1.75M,4.245,35.302,27.244,-,Services / Business Services / 
Seroja Inv,0.038,0.038,-,26 Jul 2019,14.83M,390.39M,44.18%,0.00,0.58M,SGD 0.03325,SGD 0.03325,10.987,0.288,0.726,0.383,-,-,-1.34M,0.240,16.51M,74.50M,5.10M,2.761,3.783,-4.11M,-,51.53M,2.84M,8.617,1.35M,7.524,-11.778,-,-,Transportation / Water Transportation / 
Serrano,0.031,0.031,-,26 Jul 2019,163.33M,5.35B,19.98%,-0.00,0.00M,-,-,-,113.708,1.452,-,-,-,-0.65M,32.162,162.68M,9.46M,2.01M,-,"1,584.197",-,-,1.44M,112.61M,"7,839.398",112.76M,"7,837.736",-74.319,17.767,-,Services / Business Services / 
SEVAK,3.100,3.100,-,26 Jul 2019,40.35M,11.85M,38.05%,0.04,0.04M,SGD 3.33198,SGD 3.33198,9.321,0.151,7.337,0.906,-,-,-10.26M,5.254,29.01M,67.86M,16.38M,8.795,5.991,-0.39M,-,267.69M,4.56M,1.701,4.15M,1.551,-,-,-,Services / Retail (Technology) / 
Shanghai Turbo,1.000,1.000,-,26 Jul 2019,27.47M,27.47M,41.36%,-0.07,0.00M,SGD 0.97661,SGD 0.97661,-,5.117,-,0.995,-,-,0.23M,-,27.81M,198.26M,14.29M,-5.581,-9.690,-2.12M,-,5.37M,-65.80M,-278.950,-3.58M,-66.607,-29.084,-,-,Capital Goods / Misc. Capital Goods / 
Shopper360,0.130,0.130,-,26 Jul 2019,14.87M,114.40M,50.31%,0.02,0.27M,SGD 0.13548,SGD 0.13548,10.446,0.296,7.837,0.911,4.615,-,-3.94M,0.041,8.56M,70.19M,19.04M,15.710,5.859,-0.77M,-,50.23M,9.38M,4.760,1.42M,2.537,-,-,-,Services / Advertising / 
Sim Leisure,0.220,0.220,-,26 Jul 2019,29.53M,134.23M,21.38%,0.02,0.23M,SGD 0.19996,SGD 0.19227,11.733,4.187,10.464,2.081,-,-,4.75M,0.086,34.28M,54.77M,1.70M,21.783,-,-7.05M,-,7.05M,9.71M,45.773,2.01M,28.522,-,-,-,Services / Recreational Activities / 
Sing Inv & Fin,1.470,1.470,-,26 Jul 2019,231.71M,157.63M,54.12%,0.15,0.58M,SGD 1.5068,SGD 1.5068,10.160,4.545,9.714,0.631,4.762,4.617,-345.69M,1.617,-75.70M,"2,814.04M",-,6.858,0.845,-5.46M,-,78.72M,-,53.459,22.81M,44.738,8.583,15.955,-,Financial / Consumer Financial Services / 
SingaporeKitchen,0.100,0.100,-,26 Jul 2019,15.50M,155.00M,12.97%,0.01,0.00M,SGD 0.12108,SGD 0.12108,22.321,0.462,11.025,0.949,5.000,-,-5.58M,9.006,9.92M,28.09M,10.23M,4.193,2.461,-0.19M,-,33.56M,1.43M,4.249,0.69M,2.027,11.744,43.354,-,Consumer Cyclical / Appliance & Tool / 
PS Group,0.038,0.038,-,26 Jul 2019,2.58M,68.00M,22.01%,0.00,0.04M,SGD 0.03397,SGD 0.03397,40.426,0.233,13.344,0.234,-,-,-0.76M,0.317,1.82M,15.21M,1.11M,0.567,0.424,-0.09M,-,11.08M,0.10M,0.917,0.06M,0.563,-4.518,-16.745,-,Basic Materials / Misc. Fabricated Products / 
PSL,0.119,0.119,-,26 Jul 2019,6.63M,55.69M,38.41%,-0.08,1.86M,SGD 0.13399,SGD 0.11219,-,1.036,-,0.242,-,-,-5.63M,0.090,-0.50M,31.25M,7.19M,-15.265,-12.920,-0.15M,-,6.40M,-4.65M,-59.093,-3.77M,-66.239,-17.255,-,-,Capital Goods / Construction Services / 
Qian Hu,0.145,0.145,-,26 Jul 2019,16.46M,113.53M,39.34%,0.00,0.10M,SGD 0.15261,SGD 0.15261,40.616,0.199,5.481,0.339,1.379,-,6.31M,0.446,22.52M,79.81M,11.49M,0.826,0.690,-1.67M,-,82.91M,1.28M,1.471,0.40M,0.665,0.523,5.883,-,Capital Goods / Constr. - Supplies & Fixtures / 
Qingmei,0.013,0.013,-,26 Jul 2019,8.34M,679.82M,62.84%,-0.06,0.00M,-,-,-,0.115,-,-,-,-,-16.62M,-,-48.35M,816.62M,284.95M,-30.965,-34.338,-58.15M,-,72.32M,-269.02M,-85.581,-61.16M,-84.568,-26.213,-,-,Consumer Cyclical / Footwear / 
Raffles United,0.064,0.064,-,26 Jul 2019,25.29M,395.10M,84.57%,0.01,0.58M,SGD 0.05393,SGD 0.05393,10.031,0.369,8.942,0.232,-,-,26.36M,23.275,51.65M,140.13M,4.85M,2.419,1.351,-2.35M,-,68.44M,2.52M,3.675,1.83M,2.737,-2.867,7.293,-,Capital Goods / Misc. Capital Goods / 
RE&S Hldg,0.172,0.172,-,26 Jul 2019,60.89M,354.00M,9.05%,0.01,0.07M,SGD 0.18569,SGD 0.18569,14.064,0.427,4.785,1.619,2.326,-,-6.47M,30.817,60.07M,64.50M,13.53M,11.835,6.733,-6.90M,-,142.72M,5.64M,5.745,4.35M,3.035,-,-,-,Services / Restaurants / 
Reclaims Global,0.245,0.245,-,26 Jul 2019,32.10M,131.00M,6.75%,0.00,0.69M,SGD 0.19136,SGD 0.19136,101.660,1.016,12.777,1.641,-,-,-2.14M,-,29.96M,28.41M,2.14M,1.620,-,-2.20M,-,31.59M,6.85M,21.668,0.27M,0.855,-,-,-,Transportation / Trucking / 
Renewable Energy,0.022,0.022,-,26 Jul 2019,15.76M,745.58M,100.00%,-0.01,0.00M,-,-,-,4.322,-,-,-,-,62.62M,274.756,88.03M,701.79M,3.36M,-67.379,-5.472,-110.67M,-,3.65M,-45.86M,-199.313,-7.27M,-199.318,-,-,-,Basic Materials / Misc. Fabricated Products / 
